fecha_hora,real,v4 actual (5 modelos) [CV],v4 + TFT [CV],v4 + LSTM [CV],v4 + TFT + LSTM [CV],ventanas promediadas (N-BEATSx y N-HiTS) [CV],recalibrados [CV],recalibrados + congelados [CV],v4 actual (5 modelos) [desplegable],v4 + TFT [desplegable],v4 + LSTM [desplegable],v4 + TFT + LSTM [desplegable],ventanas promediadas (N-BEATSx y N-HiTS) [desplegable],recalibrados [desplegable],recalibrados + congelados [desplegable]
2026-01-02 15:00:00,331.20101,316.71077879876276,317.5422028144385,317.1908297649934,317.8036099868304,315.9677282664185,313.6641598939452,316.7107787987627,,,,,,,
2026-01-02 16:00:00,331.20101,317.89942330137893,318.80953708413637,318.37719887740343,319.0763557980099,317.3786436471859,315.5934114445891,317.89942330137893,,,,,,,
2026-01-02 17:00:00,352.17901,328.5694827677926,328.56122399553607,328.7352690312229,328.5721156982207,326.7624438796672,331.0362633377885,328.56948276779264,,,,,,,
2026-01-02 18:00:00,352.17901,346.0840847006453,346.2552490788149,346.08408470064535,346.2552490788149,344.1857357949905,336.5270587438545,346.84508531471863,,,,,,,
2026-01-02 19:00:00,352.17901,346.84067748387685,347.3662171389175,346.84067748387685,347.3662171389175,345.9321587459676,337.3926773652715,347.53534391490996,,,,,,,
2026-01-02 20:00:00,352.17901,347.182958738192,347.65667612912773,347.182958738192,347.65667612912773,345.8981010539886,336.85972190207127,348.01323396130203,,,,,,,
2026-01-02 21:00:00,352.17901,347.58551448524804,347.5398370523146,347.58551448524804,347.5398370523146,345.26248062634204,338.4575543783393,348.433860152439,,,,,,,
2026-01-02 22:00:00,352.17901,346.51313273345863,345.7005994933004,346.51313273345863,345.7005994933004,343.5282217199672,335.0507454724803,347.2487249380931,,,,,,,
2026-01-02 23:00:00,331.20101,342.3003326066966,341.24196601174094,342.30033260669666,341.24196601174094,340.31803261406344,331.5387365393527,343.125018582144,,,,,,,
2026-01-03 00:00:00,342.48147,337.1259713406612,337.4329731579488,337.1259713406612,337.4329731579488,340.0006581988826,333.93983917178394,337.1259713406612,,,,,,,
2026-01-03 01:00:00,342.48147,343.56674493898925,344.80206054011416,343.56674493898925,344.80206054011416,343.70619986935054,335.54272247625,343.56674493898925,,,,,,,
2026-01-03 02:00:00,327.48147,343.55371662383703,344.685122586668,343.55371662383703,344.685122586668,343.6693884382998,335.79864593694055,343.55371662383703,,,,,,,
2026-01-03 03:00:00,327.48147,343.3079437363189,344.2360014174491,343.3079437363189,344.2360014174491,343.8743055450231,336.37187228499164,343.3079437363189,,,,,,,
2026-01-03 04:00:00,327.48147,342.1285257659995,343.1171140430578,342.1285257659995,343.1171140430578,342.84788124043837,336.41522451677605,342.1285257659995,,,,,,,
2026-01-03 05:00:00,327.48147,339.7964381578775,341.2544604869762,339.7964381578775,341.2544604869762,341.63538800258226,336.21623691962594,339.7964381578775,,,,,,,
2026-01-03 06:00:00,327.48147,322.85282345657924,322.85282345657924,324.70656367189963,324.70656367189963,328.86500252209237,328.4188891950058,322.76919156874914,,,,,,,
2026-01-03 07:00:00,327.48147,322.1495262821488,322.1495262821488,323.9579776876395,323.9579776876395,328.22088590607217,327.90495701621,322.02015769875004,,,,,,,
2026-01-03 08:00:00,327.48147,323.918650488051,323.918650488051,325.677252807365,325.677252807365,328.26355903094424,328.42648928210315,323.82263113371175,,,,,,,
2026-01-03 09:00:00,327.48147,320.90618076854537,320.90618076854537,323.04152793025526,323.04152793025526,327.58882312831344,328.54732490292474,320.8433282422717,,,,,,,
2026-01-03 10:00:00,327.48147,320.6920851358906,320.6920851358906,322.85766242465337,322.85766242465337,328.1924018365425,329.1407907029082,320.62551884705744,,,,,,,
2026-01-03 11:00:00,327.48147,324.22265674668677,324.22265674668677,326.23388255151565,326.23388255151565,329.70164975958863,331.2160222840962,324.2752499039128,,,,,,,
2026-01-03 12:00:00,327.48147,328.9643457664028,332.4277166035325,328.9643457664028,332.4277166035325,330.9820150806634,332.1240216239338,328.6006068414582,,,,,,,
2026-01-03 13:00:00,327.48147,332.0495588920278,335.35230085697543,332.0495588920278,335.35230085697543,333.22272674756823,332.67964823279004,331.4619940999095,,,,,,,
2026-01-03 14:00:00,332.48147,332.9385327179778,336.40803855135283,332.9385327179778,336.40803855135283,333.7714400239204,334.52482958525695,332.3814912259472,,,,,,,
2026-01-03 15:00:00,342.48147,335.7744997418975,339.1099936243243,335.7744997418975,339.1099936243243,337.6088029002959,336.12931104186015,335.2404659571203,,,,,,,
2026-01-03 16:00:00,352.07947,339.67442258196644,342.6322218820182,339.67442258196644,342.6322218820182,341.4829381839073,336.75319956207625,338.9764875168929,,,,,,,
