fecha_hora,real,Persistencia,ARX_rec,XGB_rec,NBEATSx_rec,NHITS_rec
2026-01-12 11:00:00,151.38434,110.59537,111.75700541433312,152.89368,117.92334,114.968414
2026-01-12 12:00:00,151.38434,112.10337,112.9834193791476,153.63223,115.59066,117.17981
2026-01-12 13:00:00,196.38434,116.17837,116.63365054185566,163.83453,115.56277,120.7348
2026-01-12 14:00:00,196.38434,116.18537,116.37155661287264,166.90018,118.60871,124.364555
2026-01-12 15:00:00,196.38434,116.18537,116.10075544816975,168.57774,122.87914,131.18909
2026-01-12 16:00:00,206.38434,119.10337,118.60680502661057,167.04955,122.51303,135.21347
2026-01-12 17:00:00,206.38434,119.10337,118.360154612755,166.77264,132.99727,143.1032
2026-01-12 18:00:00,216.38434,154.10337,150.97423143544668,177.86826,167.81516,160.71057
2026-01-12 19:00:00,216.38434,219.10337,210.72323386825568,225.5983,189.87906,163.25153
2026-01-12 20:00:00,216.38434,154.10337,150.57399682924247,177.39299,172.59912,155.49251
2026-01-12 21:00:00,216.38434,154.10337,150.4589803693746,176.38522,155.09874,148.0872
2026-01-12 22:00:00,206.38434,124.10337,122.39279515559471,164.77711,138.3886,140.55305
2026-01-12 23:00:00,206.38434,119.10337,117.68933275099941,159.40115,130.01756,128.81308
2026-01-13 00:00:00,105.22064,117.87734,120.94245332161279,145.47751,123.0374,124.87382
2026-01-13 01:00:00,105.21064,113.88434,114.82259150340589,139.49521,105.08388,108.81322
2026-01-13 02:00:00,105.21064,113.88434,114.84270835988667,137.15271,106.25512,107.926605
2026-01-13 03:00:00,105.20264,113.88434,114.82957230450212,136.99263,104.07647,104.40647
2026-01-13 04:00:00,105.21064,113.88434,114.78373775556418,137.72838,103.30106,104.99958
2026-01-13 05:00:00,105.22064,113.88434,114.70801314872529,141.21655,112.7821,114.026054
2026-01-13 06:00:00,105.22064,113.88434,114.60726059878895,141.21655,111.2953,118.52946
2026-01-13 07:00:00,105.22064,113.88434,114.48805105639418,142.46167,106.67492,125.163216
2026-01-13 08:00:00,105.22064,113.46634,113.94667152250067,146.06187,106.59154,131.05486
2026-01-13 09:00:00,105.22064,113.46634,113.81517786920806,148.5275,113.13827,134.84196
2026-01-13 10:00:00,105.22064,113.46634,113.69017723678117,148.75784,127.78748,144.727
