fecha_hora,real,q10,q50,q90
2026-01-11 17:00:00,119.10337,201.96965,227.9877,258.81775
2026-01-11 18:00:00,154.10337,205.54097,232.64294,269.112
2026-01-11 19:00:00,219.10337,205.28685,238.25679,275.114
2026-01-11 20:00:00,154.10337,215.56409,253.09459,288.45267
2026-01-11 21:00:00,154.10337,226.74446,254.38043,299.94067
2026-01-11 22:00:00,124.10337,207.9434,246.91959,294.65927
2026-01-11 23:00:00,119.10337,186.52686,227.89136,264.74185
2026-01-12 00:00:00,117.87734,112.15963,120.84453,125.884964
2026-01-12 01:00:00,113.88434,103.64695,116.51147,130.68921
2026-01-12 02:00:00,113.88434,100.662254,113.45219,130.55177
2026-01-12 03:00:00,113.88434,106.45419,114.10201,131.89809
2026-01-12 04:00:00,113.88434,100.78543,119.23572,141.26642
2026-01-12 05:00:00,113.88434,104.71636,121.63981,141.26624
2026-01-12 06:00:00,113.88434,108.60159,124.911804,143.61755
2026-01-12 07:00:00,113.88434,109.11997,118.26497,143.4443
2026-01-12 08:00:00,113.46634,101.24722,123.062645,149.20496
2026-01-12 09:00:00,113.46634,110.93904,131.1295,150.94969
2026-01-12 10:00:00,113.46634,115.70941,130.63397,150.06151
2026-01-12 11:00:00,151.38434,112.73379,136.18504,168.45618
2026-01-12 12:00:00,151.38434,115.56968,142.10516,173.01859
2026-01-12 13:00:00,196.38434,111.090004,137.24672,175.07446
2026-01-12 14:00:00,196.38434,117.373055,150.29713,189.58672
2026-01-12 15:00:00,196.38434,117.372345,158.2663,207.01924
2026-01-12 16:00:00,206.38434,120.88855,179.7391,238.16296
2026-01-12 17:00:00,206.38434,133.22807,195.25046,277.85535
2026-01-12 18:00:00,216.38434,145.9796,209.01175,312.49503
2026-01-12 19:00:00,216.38434,149.02963,213.1593,306.50555
2026-01-12 20:00:00,216.38434,159.9709,207.25244,288.30914
2026-01-12 21:00:00,216.38434,155.55435,186.7229,244.01233
2026-01-12 22:00:00,206.38434,140.25974,159.07626,192.85184
2026-01-12 23:00:00,206.38434,122.308334,137.62016,156.3853
2026-01-13 00:00:00,105.22064,95.79207,134.29083,201.63155
2026-01-13 01:00:00,105.21064,78.45189,101.27007,162.64702
2026-01-13 02:00:00,105.21064,77.07582,97.041145,136.4732
2026-01-13 03:00:00,105.20264,91.729645,96.58979,139.56226
2026-01-13 04:00:00,105.21064,97.68624,113.25211,144.8233
2026-01-13 05:00:00,105.22064,98.329094,128.6088,148.54637
2026-01-13 06:00:00,105.22064,106.604485,126.31285,148.63678
2026-01-13 07:00:00,105.22064,115.15481,127.55495,164.08432
2026-01-13 08:00:00,105.22064,100.41685,133.4157,175.92783
2026-01-13 09:00:00,105.22064,102.94418,129.32312,166.4793
2026-01-13 10:00:00,105.22064,109.64483,134.53903,171.82713
2026-01-13 11:00:00,105.22064,106.85335,151.35294,191.19449
2026-01-13 12:00:00,105.22064,111.74104,163.84712,203.83344
2026-01-13 13:00:00,105.22064,125.53961,167.29855,209.32974
2026-01-13 14:00:00,188.12064,131.6565,170.94661,222.90999
2026-01-13 15:00:00,208.12064,139.16145,181.36945,227.82454
2026-01-13 16:00:00,208.12064,156.73578,201.94142,265.6526
2026-01-13 17:00:00,208.12064,162.0784,206.50684,274.58868
2026-01-13 18:00:00,209.12064,155.06917,214.07054,306.59802
2026-01-13 19:00:00,209.12064,175.7026,254.16887,360.33386
2026-01-13 20:00:00,209.12064,186.3393,269.8994,411.0526
2026-01-13 21:00:00,208.12064,163.95102,241.8188,349.1744
2026-01-13 22:00:00,208.12064,151.77867,190.27374,252.54604
2026-01-13 23:00:00,188.12064,132.05371,168.30109,202.25424
2026-01-14 00:00:00,109.65888,96.16701,127.873955,182.66156
2026-01-14 01:00:00,109.65888,81.74526,98.75964,157.59549
2026-01-14 02:00:00,109.65888,89.34912,104.23874,131.28972
2026-01-14 03:00:00,109.65888,105.309204,106.32559,142.66354
2026-01-14 04:00:00,109.65888,105.15619,118.42605,153.56839
2026-01-14 05:00:00,109.65888,99.81128,125.10758,155.25795
2026-01-14 06:00:00,109.65888,100.77553,123.47198,158.59984
2026-01-14 07:00:00,109.65888,112.029274,120.575226,160.04065
2026-01-14 08:00:00,109.65888,94.051636,125.71991,168.79611
2026-01-14 09:00:00,109.65888,103.753204,132.45781,165.94067
2026-01-14 10:00:00,109.65888,106.6692,139.32355,171.7508
2026-01-14 11:00:00,109.65888,109.65927,154.9575,194.65186
2026-01-14 12:00:00,109.65888,119.29437,169.03162,209.77803
2026-01-14 13:00:00,109.65888,131.51404,176.21375,211.96887
2026-01-14 14:00:00,138.16688,137.59624,178.89832,222.57735
2026-01-14 15:00:00,138.16688,140.6915,178.47356,224.96935
2026-01-14 16:00:00,142.16688,156.65079,186.52733,246.58434
2026-01-14 17:00:00,213.16688,162.82141,193.60678,257.31183
2026-01-14 18:00:00,213.16688,152.60153,197.74286,273.70923
2026-01-14 19:00:00,217.16688,173.23055,237.23538,333.06107
2026-01-14 20:00:00,213.16688,186.19928,264.41092,384.27655
2026-01-14 21:00:00,213.16688,166.37334,241.33818,348.74323
2026-01-14 22:00:00,142.16688,146.69489,194.77737,261.8713
2026-01-14 23:00:00,138.16688,126.738594,161.62056,202.82065
2026-01-15 00:00:00,111.95694,74.76965,104.338806,136.85616
2026-01-15 01:00:00,111.95694,58.437164,85.09226,121.48404
2026-01-15 02:00:00,111.95694,62.03636,84.8631,113.433044
2026-01-15 03:00:00,111.95694,72.33998,83.50596,113.33061
2026-01-15 04:00:00,111.95694,72.71973,91.05307,118.121346
2026-01-15 05:00:00,111.95694,78.62869,103.69263,118.174934
2026-01-15 06:00:00,117.54694,83.59,103.90799,124.20018
2026-01-15 07:00:00,117.54694,90.91948,107.99554,135.95125
2026-01-15 08:00:00,117.54694,88.693115,107.15776,142.24567
2026-01-15 09:00:00,111.95694,87.3696,110.608246,129.69308
2026-01-15 10:00:00,117.54694,91.587654,116.11977,137.35284
2026-01-15 11:00:00,117.54694,86.06191,120.30411,150.78793
2026-01-15 12:00:00,117.54694,92.91397,125.3981,163.9699
2026-01-15 13:00:00,119.09994,97.00178,127.544235,167.91183
2026-01-15 14:00:00,190.55694,102.81154,137.36519,186.06534
2026-01-15 15:00:00,190.55694,106.87716,146.29263,203.72997
2026-01-15 16:00:00,190.55694,119.69562,156.23969,223.12128
2026-01-15 17:00:00,190.55694,121.22851,173.10822,260.34375
2026-01-15 18:00:00,190.55694,125.0823,199.5896,309.338
2026-01-15 19:00:00,191.55694,140.84897,224.50237,343.35455
2026-01-15 20:00:00,190.55694,139.96655,214.70291,341.73416
2026-01-15 21:00:00,190.55694,128.8457,180.15921,267.31436
2026-01-15 22:00:00,190.55694,125.67263,147.4226,189.13835
2026-01-15 23:00:00,117.54694,112.649506,136.07576,166.61124
2026-01-16 00:00:00,109.64545,95.30972,115.07118,117.85858
2026-01-16 01:00:00,109.64545,84.60676,108.90674,112.62522
2026-01-16 02:00:00,109.64545,80.98624,105.84483,111.50986
2026-01-16 03:00:00,109.64545,83.8071,98.0783,114.156044
2026-01-16 04:00:00,109.64545,82.8916,100.226715,115.22684
2026-01-16 05:00:00,109.64545,83.86286,105.6471,118.868546
2026-01-16 06:00:00,109.64545,84.18482,107.354965,119.68822
2026-01-16 07:00:00,109.64545,90.24651,109.81729,127.12923
2026-01-16 08:00:00,109.64545,90.83859,110.98351,125.177055
2026-01-16 09:00:00,109.64545,94.58909,112.48781,123.24723
2026-01-16 10:00:00,109.64545,100.038765,113.73689,124.65854
2026-01-16 11:00:00,109.64545,95.611694,118.91342,127.45787
2026-01-16 12:00:00,109.64545,101.25264,114.808235,132.72716
2026-01-16 13:00:00,109.64545,104.35685,119.32219,127.27241
2026-01-16 14:00:00,109.64545,106.588104,118.11584,138.34546
2026-01-16 15:00:00,109.64545,106.07118,125.23272,154.47075
2026-01-16 16:00:00,113.78145,113.293175,133.324,165.59143
2026-01-16 17:00:00,117.24545,108.09174,126.082924,172.5592
2026-01-16 18:00:00,168.24545,106.5224,137.26358,198.01521
2026-01-16 19:00:00,168.24545,109.39827,158.01472,239.04703
2026-01-16 20:00:00,168.24545,114.12788,156.86542,253.71246
2026-01-16 21:00:00,117.24545,109.435776,136.68094,207.40558
2026-01-16 22:00:00,109.64545,100.53531,116.3163,148.12581
2026-01-16 23:00:00,109.64545,95.65859,109.870865,127.6788
2026-01-17 00:00:00,100.55036,103.23589,110.04451,110.99108
2026-01-17 01:00:00,100.55036,98.95933,108.19002,112.48415
2026-01-17 02:00:00,100.55036,94.84614,106.081604,110.97094
2026-01-17 03:00:00,100.55036,92.14643,100.30094,109.8487
2026-01-17 04:00:00,100.55036,92.80494,100.897835,110.123535
2026-01-17 05:00:00,100.55036,93.72803,101.091644,109.40962
2026-01-17 06:00:00,104.68636,89.919426,102.08727,110.0027
2026-01-17 07:00:00,100.55036,93.24034,102.85741,111.43745
2026-01-17 08:00:00,100.55036,93.48579,104.44677,114.73522
2026-01-17 09:00:00,100.55036,96.82648,105.73906,115.54061
2026-01-17 10:00:00,100.55036,99.48516,108.71743,117.167336
2026-01-17 11:00:00,100.55036,99.873535,109.7883,119.64666
2026-01-17 12:00:00,100.55036,101.52089,110.82627,121.17021
2026-01-17 13:00:00,100.55036,102.33886,110.35192,121.35147
2026-01-17 14:00:00,100.55036,103.227,111.39211,120.106094
2026-01-17 15:00:00,100.55036,102.41332,110.57431,119.957886
2026-01-17 16:00:00,108.15036,105.72151,113.902016,124.00522
2026-01-17 17:00:00,114.15036,105.89844,113.915085,131.06194
2026-01-17 18:00:00,126.15036,107.5897,113.92122,130.08502
2026-01-17 19:00:00,126.15036,105.1521,113.224144,132.7683
2026-01-17 20:00:00,126.15036,106.82809,115.84606,136.97334
2026-01-17 21:00:00,126.15036,106.67292,114.93389,136.66551
2026-01-17 22:00:00,126.15036,101.01535,112.81874,127.40086
2026-01-17 23:00:00,108.15036,94.30494,109.18056,124.83216
2026-01-18 00:00:00,105.32193,105.06397,108.54861,109.62466
2026-01-18 01:00:00,105.32193,102.18995,107.81752,111.46641
2026-01-18 02:00:00,105.32193,99.493546,107.04648,109.87595
2026-01-18 03:00:00,103.31193,98.48837,104.19351,108.321625
2026-01-18 04:00:00,101.85793,98.6174,104.5337,108.399734
2026-01-18 05:00:00,103.31193,98.991135,104.97473,109.95567
2026-01-18 06:00:00,97.72193,98.344315,105.704865,109.12772
2026-01-18 07:00:00,97.72193,97.36226,104.73748,110.71767
2026-01-18 08:00:00,97.72193,95.60761,104.48289,112.00703
2026-01-18 09:00:00,97.72193,93.97824,102.753204,112.14689
2026-01-18 10:00:00,97.72193,96.09552,104.51279,110.35617
2026-01-18 11:00:00,97.72193,95.44207,105.16938,111.06482
2026-01-18 12:00:00,97.72193,97.2615,107.04178,111.8013
2026-01-18 13:00:00,97.72193,98.68678,106.68873,114.74956
