fecha_hora,real,pred_xgb_afinado,pred_catboost_afinado
2026-05-04 11:00:00,248.6534,202.36015,211.87867683773388
2026-05-04 12:00:00,248.6534,202.63823,211.92003775009624
2026-05-04 13:00:00,248.6534,206.91365,212.50209999706252
2026-05-04 14:00:00,248.6534,241.71771,231.85161436633467
2026-05-04 15:00:00,258.6534,243.83446,233.69057114985705
2026-05-04 16:00:00,294.1534,244.17418,235.66113968935878
2026-05-04 17:00:00,294.1534,254.80602,235.36658424509903
2026-05-04 18:00:00,508.6534,279.78613,265.2584105593226
2026-05-04 19:00:00,558.6534,294.514,265.7086393166857
2026-05-04 20:00:00,508.6534,276.15494,256.2532831823423
2026-05-04 21:00:00,558.6534,272.6009,254.51920764214296
2026-05-04 22:00:00,294.1534,234.1619,225.7742691623498
2026-05-04 23:00:00,248.6534,227.46397,224.15889444772645
2026-05-05 00:00:00,231.43242,197.74208,212.8061165395439
2026-05-05 01:00:00,231.43242,197.35378,213.16639174652207
2026-05-05 02:00:00,231.43242,194.41893,211.10013754422394
2026-05-05 03:00:00,231.43242,194.34468,210.70404947602924
2026-05-05 04:00:00,265.93242,196.0894,211.29548573763617
2026-05-05 05:00:00,265.93242,235.3212,251.61712210078926
2026-05-05 06:00:00,265.93242,236.43086,252.51778594208176
2026-05-05 07:00:00,231.43242,218.99211,224.1821565694342
2026-05-05 08:00:00,231.43242,205.84367,222.37740268434308
2026-05-05 09:00:00,231.43242,206.58969,223.39419682695805
2026-05-05 10:00:00,231.43242,208.58861,226.11988078184316
2026-05-05 11:00:00,265.93242,233.17905,254.77843518622376
2026-05-05 12:00:00,265.93242,234.16882,255.47441274630305
2026-05-05 13:00:00,265.93242,255.83171,260.15447830939775
2026-05-05 14:00:00,280.93242,261.4241,260.7369441677037
2026-05-05 15:00:00,285.93242,274.47992,270.66783212972797
2026-05-05 16:00:00,315.93242,292.27963,293.3926903207789
2026-05-05 17:00:00,315.93242,292.27963,294.4163190546467
2026-05-05 18:00:00,515.93242,456.88037,435.9022332149302
2026-05-05 19:00:00,1118.61742,490.17792,476.0088717880084
2026-05-05 20:00:00,515.93242,436.78586,423.7724766720033
2026-05-05 21:00:00,495.93242,469.88086,452.25008969334147
2026-05-05 22:00:00,315.93242,294.09427,292.7901864799067
2026-05-05 23:00:00,280.93242,258.95145,264.9244661073341
2026-05-06 00:00:00,230.28631,228.55296,240.03387032230307
2026-05-06 01:00:00,230.28631,226.02588,238.95508785527826
2026-05-06 02:00:00,230.28631,225.57129,236.90478102037102
2026-05-06 03:00:00,230.28631,225.57129,236.46263332323466
2026-05-06 04:00:00,230.28631,250.23557,264.81454915661175
2026-05-06 05:00:00,264.28631,250.91031,268.4648475059039
2026-05-06 06:00:00,230.28631,250.91135,268.5642850787208
2026-05-06 07:00:00,230.28631,228.16226,241.89836897006026
2026-05-06 08:00:00,230.28631,229.5731,243.2758940656516
2026-05-06 09:00:00,230.28631,229.98718,244.4985777420186
2026-05-06 10:00:00,230.28631,231.92322,245.5004793537355
2026-05-06 11:00:00,230.28631,256.9195,273.6612488356
2026-05-06 12:00:00,230.28631,257.05087,274.03347723036313
2026-05-06 13:00:00,230.28631,261.24463,275.769531376953
2026-05-06 14:00:00,264.28631,292.1491,299.1076974796439
2026-05-06 15:00:00,279.78631,293.60107,303.7866881709424
2026-05-06 16:00:00,314.78631,319.27237,323.85995825423447
2026-05-06 17:00:00,314.78631,342.6245,336.66175236689475
2026-05-06 18:00:00,504.78631,465.9717,456.2813526680353
2026-05-06 19:00:00,1117.47131,708.9075,748.0516823457195
2026-05-06 20:00:00,504.78631,458.70178,451.4472297790166
2026-05-06 21:00:00,504.78631,415.84912,397.3661480074264
2026-05-06 22:00:00,284.78631,309.99585,313.21097726504814
2026-05-06 23:00:00,230.28631,277.70575,290.4677539750251
2026-05-07 00:00:00,225.7132,221.15163,237.25542007709504
2026-05-07 01:00:00,251.8442,219.2532,236.82763016051237
2026-05-07 02:00:00,225.7132,219.03296,236.3683905755906
2026-05-07 03:00:00,225.7132,218.70335,235.5799473737788
2026-05-07 04:00:00,225.7132,220.5155,237.66000356480103
2026-05-07 05:00:00,251.8442,255.19025,268.62650660011116
2026-05-07 06:00:00,225.7132,235.14653,243.07475798246938
2026-05-07 07:00:00,225.7132,227.81502,242.34658168083675
2026-05-07 08:00:00,225.7132,228.45578,242.55571006805874
2026-05-07 09:00:00,221.2132,228.61432,242.79569783839935
2026-05-07 10:00:00,225.7132,228.88112,243.89948755511486
2026-05-07 11:00:00,225.7132,240.07178,245.5266541777042
2026-05-07 12:00:00,225.7132,240.18445,245.88675470230567
2026-05-07 13:00:00,225.7132,244.72717,247.1024549674426
2026-05-07 14:00:00,251.8442,271.67026,276.1051806142726
2026-05-07 15:00:00,251.8442,293.8162,300.1309230053448
2026-05-07 16:00:00,280.7132,322.5018,320.96311157520705
2026-05-07 17:00:00,315.7132,322.6604,320.5086526665015
2026-05-07 18:00:00,495.7132,433.85297,426.1212844471323
2026-05-07 19:00:00,1118.3982,653.70514,704.7781003019334
2026-05-07 20:00:00,495.7132,433.44293,422.28308622837216
2026-05-07 21:00:00,475.7132,430.4377,420.01573471597163
2026-05-07 22:00:00,280.7132,291.78125,292.76891635258363
2026-05-07 23:00:00,251.8442,244.43106,241.57049658744816
2026-05-08 00:00:00,244.22873,207.67795,221.12856573364098
