fecha_hora,real,v4 (referencia),v1 (NNLS global),Persistencia,nivel v4 + forma persistencia,nivel v4 + forma v1,nivel v4 + forma ajustada (pesos suman 1),nivel v4 + forma ajustada (escala libre)
2026-01-02 04:00:00,326.20101,317.9112724566058,317.12739847159384,296.32185,326.8927504637273,314.1362405340708,318.63246879678434,317.52267248237604
2026-01-02 05:00:00,329.20101,318.30126805986873,317.1524201649213,296.32185,326.8927504637273,314.16126222739825,318.9417270269257,318.34107498918587
2026-01-02 06:00:00,329.20101,308.1586776589463,317.48395270116924,296.32185,326.8927504637273,314.4927947636462,311.7959685374561,311.67856094313004
2026-01-02 07:00:00,329.20101,305.32914175969563,315.69902563095866,296.32185,326.8927504637273,312.7078676934356,309.75852096091074,310.02587497526287
2026-01-02 08:00:00,329.20101,301.1769702882224,311.33219119966003,272.90985,303.4807504637273,308.341033262137,302.287598203062,301.04128068327816
2026-01-02 09:00:00,326.20101,270.6867650187228,277.8598848297189,104.99185,135.5627504637273,274.86872689219587,247.6950692422142,243.02875688171014
2026-01-02 10:00:00,326.20101,270.9383873183544,278.59192794322337,103.53785,134.1087504637273,275.6007700057003,247.7884542211219,242.92819605716755
2026-01-02 11:00:00,329.20101,294.5344887020568,306.0436821557108,244.80985,275.3807504637273,303.0525242181878,292.4056239592943,290.8621751929141
2026-01-02 12:00:00,329.20101,304.8963154035093,314.7025824727103,272.90985,303.4807504637273,311.71142453518723,305.72759088780896,303.85665531354823
2026-01-02 13:00:00,329.20101,311.2312909147517,319.93746245758103,292.90985,323.4807504637273,316.946304520058,314.3477831400155,314.0416509054819
2026-01-02 14:00:00,329.20101,314.711085958592,323.5343457009306,296.32185,326.8927504637273,320.54318776340756,317.82469633122406,318.69031329784906
2026-01-02 15:00:00,331.20101,316.08725851147256,325.6155145347824,296.32185,326.8927504637273,322.62435659725935,318.975947828646,320.3271897694365
2026-01-02 16:00:00,331.20101,317.3968037265963,327.96769632220634,296.32185,326.8927504637273,324.9765383846833,320.07150509360883,321.72605156264063
2026-01-02 17:00:00,352.17901,326.8037419578563,334.7025857386034,327.90985,358.4807504637273,331.71142780108033,333.1838579439479,337.068077749727
2026-01-02 18:00:00,352.17901,344.11141748158,338.5065334704519,332.90985,363.4807504637273,335.5153755329289,346.6128421381762,349.9839540715221
2026-01-02 19:00:00,352.17901,344.855074676457,339.4603937687696,332.90985,363.4807504637273,336.4692358312466,347.2391854152302,350.6771096639401
2026-01-02 20:00:00,352.17901,345.02295121809857,340.0943066026068,332.90985,363.4807504637273,337.1031486650838,347.3587244165755,350.97952870075113
2026-01-02 21:00:00,352.17901,345.47153561489404,340.25300297340584,332.90985,363.4807504637273,337.2618450358828,347.7626788946742,351.43440029344805
2026-01-02 22:00:00,352.17901,344.79208597459694,339.411404693673,332.90985,363.4807504637273,336.42024675614994,347.1964973893131,350.5135101604335
2026-01-02 23:00:00,331.20101,340.680352777632,336.3377669430237,327.90985,358.4807504637273,333.3466090055007,342.9295759995803,345.74838158062516
2026-01-03 00:00:00,342.48147,337.26593459854263,334.82508528320795,329.20101,359.7719104637273,331.8339273456849,339.2142307697977,338.66041224048047
2026-01-03 01:00:00,342.48147,343.8856893957453,341.7123398448233,326.20101,333.4462340222791,335.09552396183193,340.66900527721987,340.3298249806274
2026-01-03 02:00:00,327.48147,343.90972983962,342.2695234935828,326.20101,333.4462340222791,335.65270761059145,340.74319677585004,340.5174662164278
2026-01-03 03:00:00,327.48147,343.64163244663274,342.42276073089084,329.20101,336.4462340222791,335.80594484789947,340.96859376866706,340.73418153664613
2026-01-03 04:00:00,327.48147,342.3968961279793,339.83034435843075,326.20101,333.4462340222791,333.2135284754394,339.38574682394716,338.9211674496987
2026-01-03 05:00:00,327.48147,339.98504497624384,337.50289234953675,329.20101,336.4462340222791,330.8860764665454,337.65783753482583,337.1839102110786
2026-01-03 06:00:00,327.48147,322.84469389908,335.7475223646765,329.20101,336.4462340222791,329.13070648168514,326.85543290977216,326.1810873003166
2026-01-03 07:00:00,327.48147,322.18891549983414,334.8944752746272,329.20101,336.4462340222791,328.27765939163584,326.1979762325586,325.57822538326207
2026-01-03 08:00:00,327.48147,323.976865796047,336.19816747938114,329.20101,336.4462340222791,329.58135159638977,327.5758523411803,326.9684671469278
2026-01-03 09:00:00,327.48147,320.8662187906432,333.4609082192856,326.20101,333.4462340222791,326.84409233629424,324.706546235892,323.9007252574395
2026-01-03 10:00:00,327.48147,320.6392657175027,333.2804491255323,326.20101,333.4462340222791,326.6636332425409,324.62443420684247,323.6450967714605
2026-01-03 11:00:00,327.48147,324.23544585589684,336.4677368098232,329.20101,336.4462340222791,329.8509209268318,327.8711244184542,326.97246938810576
2026-01-03 12:00:00,327.48147,331.0735556416395,339.7969157336162,329.20101,336.4462340222791,333.1800998506248,332.55299237537474,331.9678399882926
2026-01-03 13:00:00,327.48147,334.3224278656666,344.2420815514223,329.20101,336.4462340222791,337.6252656684309,335.59197951918577,335.03317042187876
2026-01-03 14:00:00,332.48147,335.09365895408047,344.98234962016056,329.20101,336.4462340222791,338.3655337371692,336.3953973667205,335.6411954583103
2026-01-03 15:00:00,342.48147,338.315039557119,349.3774611357565,331.20101,338.4462340222791,342.76064525276513,339.46237719104073,338.9688187594082
2026-01-03 16:00:00,352.07947,342.53442095029624,355.1439067206655,331.20101,338.4462340222791,348.5270908376741,343.3082513378587,342.99767934647343
2026-01-03 17:00:00,354.48147,352.30498934821804,365.8736654475305,352.17901,359.4242340222791,359.25684956453915,354.18269298482505,354.20928365196346
2026-01-03 18:00:00,354.48147,363.3403052921144,367.3395264677966,352.17901,359.4242340222791,360.7227105848052,361.42829576151064,361.32033236939156
2026-01-03 19:00:00,354.48147,364.1568265308514,368.5406719881231,352.17901,359.4242340222791,361.92385610513173,362.2131800959253,362.1399610524933
2026-01-03 20:00:00,354.48147,363.08754376261953,366.95075870121246,352.17901,359.4242340222791,360.3339428182211,361.07014131355174,361.1013679172209
2026-01-03 21:00:00,354.48147,363.05659639833954,366.5557855540085,352.17901,359.4242340222791,359.9389696710171,360.9897800959865,360.9839212494638
2026-01-03 22:00:00,352.07947,363.4499815335803,367.32217253744943,352.17901,359.4242340222791,360.70535665445806,361.3074887281443,361.44028667915114
2026-01-03 23:00:00,352.07947,356.1846621396462,362.7831296796333,331.20101,338.4462340222791,356.16631379664193,353.31752671470605,353.35930742656114
2026-01-04 00:00:00,282.47952,361.36767021530255,362.9661125385277,342.48147,349.7266940222791,356.3492966555363,357.78222652465934,358.2411396956045
2026-01-04 01:00:00,282.47952,282.8617291487495,298.28605399575,342.48147,312.05208671834833,290.7756626217113,289.1165975826,289.18166878551324
2026-01-04 02:00:00,282.47952,283.57489183516,295.9822421220069,327.48147,297.05208671834833,288.4718507479682,287.1966067989819,287.2611512560126
2026-01-04 03:00:00,282.47952,283.88762631963715,296.0846112769054,327.48147,297.05208671834833,288.5742199028667,287.39854127994175,287.4629617530847
2026-01-04 04:00:00,282.47952,283.0928470777307,293.5454675338444,327.48147,297.05208671834833,286.03507615980567,286.3362874242267,286.24195897399096
2026-01-04 05:00:00,282.47952,283.2226644261348,292.6029668834124,327.48147,297.05208671834833,285.0925755093737,286.2257681003029,286.0040823279726
2026-01-04 06:00:00,282.47952,272.76561002566604,290.0985131714358,327.48147,297.05208671834833,282.5881217973971,279.31424578718463,278.87229738826227
2026-01-04 07:00:00,282.47952,273.7869700280949,291.10803115381606,327.48147,297.05208671834833,283.59763977977735,280.10191786719946,279.649974311019
2026-01-04 08:00:00,282.47952,274.47162255013234,291.91823013297113,327.48147,297.05208671834833,284.4078387589324,280.6952583968753,280.1463478376907
2026-01-04 09:00:00,268.11152,273.68921359714034,291.9480715117164,327.48147,297.05208671834833,284.4376801376777,280.3010326660004,279.44193598294925
2026-01-04 10:00:00,268.11152,277.6593254644422,295.5472997108351,327.48147,297.05208671834833,288.0369083367964,283.5803011162833,282.6270340202788
2026-01-04 11:00:00,282.47952,276.1265982200304,294.9587766507619,327.48147,297.05208671834833,287.4483852767232,282.6921817010296,281.3188920413319
2026-01-04 12:00:00,282.47952,297.7599369557897,298.9125720038838,327.48147,297.05208671834833,291.4021806298451,296.5365553657207,295.5295978990073
2026-01-04 13:00:00,282.47952,303.08064380876044,305.8516710400555,327.48147,297.05208671834833,298.3412796660168,301.55161637328433,300.4580852534387
2026-01-04 14:00:00,282.47952,306.81451228885106,309.2488657404792,332.48147,302.05208671834833,301.73847436644047,305.1216273514372,304.0811805541557
2026-01-04 15:00:00,282.47952,313.2653191683796,316.06617099973954,342.48147,312.05208671834833,308.55577962570084,311.94282697062056,310.872338335016
2026-01-04 16:00:00,330.47952,321.9987587265838,326.69129600880166,352.07947,321.65008671834835,319.18090463476295,320.492685698131,320.0363306826884
