fecha_hora,real,prediccion,prob_alto,clasificado_alto
2026-01-13 00:00:00,105.22064,145.58333,0.004440936,0
2026-01-13 01:00:00,105.21064,142.34515,0.0036590782,0
2026-01-13 02:00:00,105.21064,140.17111,0.0033129451,0
2026-01-13 03:00:00,105.20264,139.7444,0.0031732395,0
2026-01-13 04:00:00,105.21064,140.45232,0.003096797,0
2026-01-13 05:00:00,105.22064,144.5983,0.0037600442,0
2026-01-13 06:00:00,105.22064,144.69926,0.0040805964,0
2026-01-13 07:00:00,105.22064,146.00992,0.004310863,0
2026-01-13 08:00:00,105.22064,149.87474,0.006242762,0
2026-01-13 09:00:00,105.22064,150.25737,0.009609966,0
2026-01-13 10:00:00,105.22064,150.25737,0.012902569,0
2026-01-13 11:00:00,105.22064,163.77321,0.0163338,0
2026-01-13 12:00:00,105.22064,163.77321,0.016674224,0
2026-01-13 13:00:00,105.22064,192.14655,0.019958235,0
2026-01-13 14:00:00,188.12064,195.53122,0.022611063,0
2026-01-13 15:00:00,208.12064,198.49016,0.024870882,0
2026-01-13 16:00:00,208.12064,208.91263,0.05011959,0
2026-01-13 17:00:00,208.12064,208.91263,0.054770593,0
2026-01-13 18:00:00,209.12064,210.09462,0.16674143,0
2026-01-13 19:00:00,209.12064,209.92029,0.1864806,0
2026-01-13 20:00:00,209.12064,208.58603,0.12855507,0
2026-01-13 21:00:00,208.12064,207.5347,0.050456855,0
2026-01-13 22:00:00,208.12064,205.99852,0.02116956,0
2026-01-13 23:00:00,188.12064,203.14636,0.011282652,0
2026-01-14 00:00:00,109.65888,132.24881,0.003368456,0
2026-01-14 01:00:00,109.65888,130.23318,0.002559994,0
2026-01-14 02:00:00,109.65888,127.90189,0.0022131484,0
2026-01-14 03:00:00,109.65888,127.61351,0.0019917341,0
2026-01-14 04:00:00,109.65888,129.28996,0.00213647,0
2026-01-14 05:00:00,109.65888,131.18803,0.0021991786,0
2026-01-14 06:00:00,109.65888,130.69193,0.0021237058,0
2026-01-14 07:00:00,109.65888,131.56717,0.0020584771,0
2026-01-14 08:00:00,109.65888,132.85065,0.0031504778,0
2026-01-14 09:00:00,109.65888,131.10562,0.003996613,0
2026-01-14 10:00:00,109.65888,133.1451,0.005447076,0
2026-01-14 11:00:00,109.65888,135.4758,0.007736988,0
2026-01-14 12:00:00,109.65888,135.7187,0.0076385764,0
2026-01-14 13:00:00,109.65888,137.68478,0.008648052,0
2026-01-14 14:00:00,138.16688,185.64227,0.01033889,0
2026-01-14 15:00:00,138.16688,203.70296,0.019911984,0
2026-01-14 16:00:00,142.16688,203.98143,0.02463082,0
2026-01-14 17:00:00,213.16688,207.41342,0.038895678,0
2026-01-14 18:00:00,213.16688,210.48941,0.109216064,0
2026-01-14 19:00:00,217.16688,210.31474,0.114032,0
2026-01-14 20:00:00,213.16688,209.06877,0.07244158,0
2026-01-14 21:00:00,213.16688,208.09596,0.040275518,0
2026-01-14 22:00:00,142.16688,207.6223,0.01566223,0
2026-01-14 23:00:00,138.16688,182.87105,0.005441881,0
2026-01-15 00:00:00,111.95694,111.986046,0.0019824565,0
2026-01-15 01:00:00,111.95694,111.85305,0.0018077287,0
2026-01-15 02:00:00,111.95694,111.48096,0.0015955779,0
2026-01-15 03:00:00,111.95694,111.01537,0.0015283682,0
2026-01-15 04:00:00,111.95694,111.239944,0.0013500641,0
2026-01-15 05:00:00,111.95694,117.15968,0.0018195465,0
2026-01-15 06:00:00,117.54694,111.4925,0.001200639,0
2026-01-15 07:00:00,117.54694,112.354355,0.001822587,0
2026-01-15 08:00:00,117.54694,113.778694,0.0028336572,0
2026-01-15 09:00:00,111.95694,114.14092,0.0038739757,0
2026-01-15 10:00:00,117.54694,115.84257,0.004594071,0
2026-01-15 11:00:00,117.54694,121.4784,0.006063241,0
2026-01-15 12:00:00,117.54694,131.71965,0.007646084,0
2026-01-15 13:00:00,119.09994,117.394226,0.0070115495,0
2026-01-15 14:00:00,190.55694,155.83565,0.009996402,0
2026-01-15 15:00:00,190.55694,159.77937,0.011102703,0
2026-01-15 16:00:00,190.55694,161.32666,0.016595598,0
2026-01-15 17:00:00,190.55694,202.50119,0.023564622,0
2026-01-15 18:00:00,190.55694,202.50119,0.046893373,0
2026-01-15 19:00:00,191.55694,202.33313,0.058616977,0
2026-01-15 20:00:00,190.55694,201.14705,0.0408214,0
2026-01-15 21:00:00,190.55694,200.21107,0.024768818,0
2026-01-15 22:00:00,190.55694,159.51035,0.00936595,0
2026-01-15 23:00:00,117.54694,155.60138,0.0030515755,0
2026-01-16 00:00:00,109.64545,116.34605,0.0013148161,0
2026-01-16 01:00:00,109.64545,114.90101,0.0011885433,0
2026-01-16 02:00:00,109.64545,115.04658,0.001056795,0
2026-01-16 03:00:00,109.64545,114.91137,0.0010359564,0
2026-01-16 04:00:00,109.64545,116.636055,0.0010842481,0
2026-01-16 05:00:00,109.64545,117.082565,0.0012627941,0
2026-01-16 06:00:00,109.64545,130.9415,0.0014272628,0
2026-01-16 07:00:00,109.64545,131.4521,0.0016393072,0
2026-01-16 08:00:00,109.64545,123.549675,0.0024033617,0
2026-01-16 09:00:00,109.64545,117.734055,0.0036795647,0
2026-01-16 10:00:00,109.64545,122.41687,0.005069915,0
2026-01-16 11:00:00,109.64545,123.853325,0.00852533,0
2026-01-16 12:00:00,109.64545,123.59793,0.007467197,0
2026-01-16 13:00:00,109.64545,134.20479,0.009821051,0
2026-01-16 14:00:00,109.64545,172.65092,0.012946978,0
2026-01-16 15:00:00,109.64545,172.72183,0.013409575,0
2026-01-16 16:00:00,113.78145,172.72183,0.014611035,0
2026-01-16 17:00:00,117.24545,173.27791,0.01444841,0
2026-01-16 18:00:00,168.24545,174.98755,0.047745638,0
2026-01-16 19:00:00,168.24545,176.01033,0.05507673,0
2026-01-16 20:00:00,168.24545,174.51367,0.02663771,0
2026-01-16 21:00:00,117.24545,172.59586,0.01599651,0
2026-01-16 22:00:00,109.64545,172.28358,0.0065816827,0
2026-01-16 23:00:00,109.64545,136.303,0.0019755438,0
2026-01-17 00:00:00,100.55036,114.274254,0.0011906769,0
2026-01-17 01:00:00,100.55036,114.43216,0.0010946117,0
2026-01-17 02:00:00,100.55036,114.28241,0.0010368855,0
2026-01-17 03:00:00,100.55036,114.28241,0.000997064,0
2026-01-17 04:00:00,100.55036,114.30263,0.0010368855,0
2026-01-17 05:00:00,100.55036,114.53976,0.0010680676,0
2026-01-17 06:00:00,104.68636,114.66921,0.0011440609,0
2026-01-17 07:00:00,100.55036,114.82214,0.0012573507,0
2026-01-17 08:00:00,100.55036,115.45808,0.0019209005,0
2026-01-17 09:00:00,100.55036,110.96656,0.0025231002,0
2026-01-17 10:00:00,100.55036,111.61123,0.0048004584,0
2026-01-17 11:00:00,100.55036,116.54215,0.0075398623,0
2026-01-17 12:00:00,100.55036,116.66854,0.0072169146,0
2026-01-17 13:00:00,100.55036,117.16376,0.007827246,0
2026-01-17 14:00:00,100.55036,117.17701,0.009204881,0
2026-01-17 15:00:00,100.55036,117.19741,0.009114029,0
2026-01-17 16:00:00,108.15036,131.57076,0.010052383,0
2026-01-17 17:00:00,114.15036,142.16534,0.011347968,0
2026-01-17 18:00:00,126.15036,166.40898,0.04297976,0
2026-01-17 19:00:00,126.15036,166.2223,0.056365304,0
2026-01-17 20:00:00,126.15036,166.2223,0.031304512,0
2026-01-17 21:00:00,126.15036,141.84518,0.011608517,0
2026-01-17 22:00:00,126.15036,132.99115,0.005976635,0
2026-01-17 23:00:00,108.15036,123.125626,0.0019147743,0
2026-01-18 00:00:00,105.32193,107.034065,0.0010642441,0
2026-01-18 01:00:00,105.32193,107.06388,0.0010035192,0
2026-01-18 02:00:00,105.32193,107.57998,0.0009341412,0
2026-01-18 03:00:00,103.31193,107.57998,0.0008624935,0
2026-01-18 04:00:00,101.85793,107.57998,0.0009058469,0
2026-01-18 05:00:00,103.31193,107.63216,0.0009690468,0
2026-01-18 06:00:00,97.72193,107.95768,0.0010598111,0
2026-01-18 07:00:00,97.72193,107.77818,0.0010764443,0
2026-01-18 08:00:00,97.72193,108.30128,0.0012658625,0
2026-01-18 09:00:00,97.72193,108.35237,0.0015359861,0
2026-01-18 10:00:00,97.72193,108.35237,0.0022384143,0
2026-01-18 11:00:00,97.72193,108.35237,0.003617426,0
2026-01-18 12:00:00,97.72193,108.35237,0.0031394095,0
2026-01-18 13:00:00,97.72193,108.44938,0.0034997098,0
2026-01-18 14:00:00,97.72193,108.66638,0.0037607658,0
2026-01-18 15:00:00,97.72193,108.63094,0.0033368324,0
2026-01-18 16:00:00,105.32193,110.722755,0.0036532555,0
