fecha_hora,real,GBM cuadratica,GBM absoluta (MAE),GBM MCC,LEAR (LASSO),LEAR MCC
2026-04-30 08:00:00,116.8363,159.53232397087177,178.1916585553385,177.39706504757373,178.64060711717542,155.39690803579842
2026-04-30 09:00:00,116.8363,155.28566183476934,148.93408663005445,147.88958484930754,156.22454839831317,145.27615500191808
2026-04-30 10:00:00,120.6343,178.0150717573209,139.8863425944659,138.79615644133366,166.34240124553332,167.71845628930632
2026-04-30 11:00:00,225.6873,192.55130868081446,185.03186551821838,191.08038971650348,185.61555537873173,165.79041297944173
2026-04-30 12:00:00,225.6873,182.96871199995354,169.7141400278587,168.88614711991252,174.55999155795135,164.03991778815796
2026-04-30 13:00:00,225.6873,210.07223846176137,211.87728095386805,200.66785662701062,185.64738596123053,166.75211489105413
2026-04-30 14:00:00,225.6873,257.1178357316955,224.33555604521783,236.67846799727562,240.6751577537131,225.3106559957365
2026-04-30 15:00:00,265.6873,268.7836411504443,236.71654921382125,256.51209934576997,267.11273456238354,240.29763554910036
2026-04-30 16:00:00,265.6873,326.4867378687887,281.3887084353114,285.3114329209876,282.1427272614163,263.92241070363684
2026-04-30 17:00:00,274.6873,302.24954405196956,289.6763548727226,292.1476175006536,294.4443512297231,283.18939274835475
2026-04-30 18:00:00,285.6873,450.86330780367825,351.34054382111196,323.3518893173338,403.700941105534,403.1353307090887
2026-04-30 19:00:00,285.6873,523.7695388875585,460.99254831779507,534.9324045565014,575.9408198886208,577.7205055465813
2026-04-30 20:00:00,285.6873,409.21395292318755,337.9657156888978,285.3667250664204,422.455506483863,475.8642335931748
2026-04-30 21:00:00,265.6873,313.15541903597796,286.8917644334338,281.04954097682315,306.3732861123239,286.6145714200151
2026-04-30 22:00:00,265.6873,256.2949816153044,258.7544479292364,256.4594327818362,249.37819770921607,218.69298958083925
2026-04-30 23:00:00,225.6873,222.59681388076592,210.6332016961206,232.45712158527417,205.88068230107197,183.40083515407653
2026-05-01 00:00:00,183.43366,143.63054735118376,125.46352065285417,135.4559625428222,127.020957654406,137.43853371261105
2026-05-01 01:00:00,183.43366,185.02188089105812,184.0482689055284,183.20379722725585,197.9293675362306,179.3354220537669
2026-05-01 02:00:00,148.43366,176.6726781718187,184.8896664121469,183.22252020271299,193.80659458456316,177.40392205034044
2026-05-01 03:00:00,129.44266,175.93585916536793,186.15244059896003,182.8919588442045,191.30638711134628,175.23350629593045
2026-05-01 04:00:00,129.44266,172.93882189618836,183.84945001532176,182.8783123373973,188.69259981375885,178.63101958422163
2026-05-01 05:00:00,129.44266,194.03139100050953,193.06237351670103,185.83026618922955,183.77028111621138,192.66709175069488
2026-05-01 06:00:00,127.43366,180.76881281689901,185.9658201864914,186.60971978797298,163.2490470360445,189.49423859784474
2026-05-01 07:00:00,121.75366,172.7604553845366,169.9099919963796,184.91922015080226,149.1159686267106,181.98687987042584
2026-05-01 08:00:00,121.62366,142.1666080584327,163.24317305117975,181.46370137881073,125.47140578059364,178.01139003522638
2026-05-01 09:00:00,121.62366,148.32911129588905,155.45270276992,150.33514192611855,144.70170797813554,171.00688684040836
2026-05-01 10:00:00,121.62366,156.2347641976061,156.28636661994585,156.85492062023175,142.6072102364509,194.73772449277274
2026-05-01 11:00:00,127.43366,183.44605152577455,181.22126966471401,166.43265256495988,164.4751799475256,212.72433676487879
2026-05-01 12:00:00,127.43366,187.25527824861248,180.39303370486587,182.12061307092372,165.34873294185707,209.22838202190857
2026-05-01 13:00:00,127.43366,186.87603019026082,186.79023724121717,192.191926198888,177.50712905155925,209.9724363297711
2026-05-01 14:00:00,129.44266,220.8116076497832,215.10491259048226,203.1478514788544,203.78051390146007,227.10331394001946
2026-05-01 15:00:00,183.43366,230.05997341768295,215.1279224636969,223.77732711194267,216.4728363097378,240.4540110916246
2026-05-01 16:00:00,183.43366,241.1668089118973,236.42434295786222,244.52954468498064,227.59821383703252,248.48101462213873
2026-05-01 17:00:00,233.43366,260.1427364484642,243.64867323993198,263.15386385852247,247.32042081834481,248.19389800808176
2026-05-01 18:00:00,262.43366,314.0448824167467,261.9794112731086,259.6689995979507,277.80598468691875,290.01594728244345
2026-05-01 19:00:00,623.43366,317.7637810408928,264.11915123457317,267.90299959910914,322.8211727532618,288.3316266912601
2026-05-01 20:00:00,233.43366,292.988105020846,267.6824388368847,243.36951466230445,284.8521494322119,293.7414782756939
2026-05-01 21:00:00,233.43366,264.01611602877904,247.50629421908738,253.0129514873581,269.7116890978697,259.8851202327761
2026-05-01 22:00:00,233.43366,270.0946129748293,244.33544177273862,238.37593206711563,250.55551377773332,233.0710078171261
2026-05-01 23:00:00,233.43366,220.77025699528227,211.10372177764324,212.49244419742084,242.20403883482254,208.46770365732237
2026-05-02 00:00:00,143.40286,184.03879399767726,175.15074955294295,173.6537751197475,157.981229438075,179.7369977206684
2026-05-02 01:00:00,168.40286,149.9537714414211,154.66773367882791,143.3426801694651,157.39746724939164,143.54120256239437
