ds,y,NBEATSx,ventana,semilla
2026-02-22 04:00:00,113.50361,113.535706,5a,42
2026-02-22 05:00:00,114.40661,113.50752,5a,42
2026-02-22 06:00:00,113.50361,113.60469,5a,42
2026-02-22 07:00:00,113.36061,112.730446,5a,42
2026-02-22 08:00:00,113.36061,114.47988,5a,42
2026-02-22 09:00:00,107.85761,114.11999,5a,42
2026-02-22 10:00:00,107.85761,114.50964,5a,42
2026-02-22 11:00:00,107.85761,114.256065,5a,42
2026-02-22 12:00:00,107.85761,114.42588,5a,42
2026-02-22 13:00:00,107.85761,114.04315,5a,42
2026-02-22 14:00:00,113.36061,114.29681,5a,42
2026-02-22 15:00:00,113.50361,115.12255,5a,42
2026-02-22 16:00:00,114.40661,113.87297,5a,42
2026-02-22 17:00:00,116.50361,115.97315,5a,42
2026-02-22 18:00:00,117.00361,118.0941,5a,42
2026-02-22 19:00:00,117.00361,117.76687,5a,42
2026-02-22 20:00:00,117.00361,116.35296,5a,42
2026-02-22 21:00:00,117.00361,115.192314,5a,42
2026-02-22 22:00:00,116.50361,113.28487,5a,42
2026-02-22 23:00:00,116.50361,112.39831,5a,42
2026-02-23 00:00:00,106.00391,115.76284,5a,42
2026-02-23 01:00:00,111.64991,115.54092,5a,42
2026-02-23 02:00:00,106.00391,115.490906,5a,42
2026-02-23 03:00:00,106.00391,114.80531,5a,42
2026-02-23 04:00:00,111.50691,112.49125,5a,42
2026-02-23 05:00:00,111.64991,111.99762,5a,42
2026-02-23 06:00:00,111.64991,112.38432,5a,42
2026-02-23 07:00:00,111.64991,115.7466,5a,42
2026-02-23 08:00:00,111.64991,117.49981,5a,42
2026-02-23 09:00:00,112.40991,116.881195,5a,42
2026-02-23 10:00:00,112.40991,117.72793,5a,42
2026-02-23 11:00:00,112.40991,117.35021,5a,42
2026-02-23 12:00:00,112.40991,117.38523,5a,42
2026-02-23 13:00:00,112.41091,119.35116,5a,42
2026-02-23 14:00:00,112.64991,119.417076,5a,42
2026-02-23 15:00:00,112.64991,120.57941,5a,42
2026-02-23 16:00:00,112.64991,121.84967,5a,42
2026-02-23 17:00:00,112.64991,125.00482,5a,42
2026-02-23 18:00:00,114.64991,130.2904,5a,42
2026-02-23 19:00:00,115.62991,128.97098,5a,42
2026-02-23 20:00:00,114.64991,125.21845,5a,42
2026-02-23 21:00:00,112.64991,116.92152,5a,42
2026-02-23 22:00:00,112.64991,114.64679,5a,42
2026-02-23 23:00:00,112.40991,113.46883,5a,42
2026-02-24 00:00:00,120.44202,111.550446,5a,42
2026-02-24 01:00:00,120.44202,111.01759,5a,42
2026-02-24 02:00:00,120.44202,112.031075,5a,42
2026-02-24 03:00:00,120.44202,113.53938,5a,42
2026-02-24 04:00:00,120.44202,110.63943,5a,42
2026-02-24 05:00:00,120.44202,112.21105,5a,42
2026-02-24 06:00:00,120.44202,110.79099,5a,42
2026-02-24 07:00:00,120.44202,110.21339,5a,42
2026-02-24 08:00:00,120.44202,111.50325,5a,42
2026-02-24 09:00:00,120.44202,111.015045,5a,42
2026-02-24 10:00:00,120.44202,114.05273,5a,42
2026-02-24 11:00:00,120.44202,114.45274,5a,42
2026-02-24 12:00:00,120.44202,117.719696,5a,42
2026-02-24 13:00:00,120.44202,120.89399,5a,42
2026-02-24 14:00:00,120.44202,123.79046,5a,42
2026-02-24 15:00:00,120.44202,123.7375,5a,42
2026-02-24 16:00:00,125.94502,122.91389,5a,42
2026-02-24 17:00:00,125.94602,139.59288,5a,42
2026-02-24 18:00:00,127.78802,148.768,5a,42
2026-02-24 19:00:00,129.08802,136.8573,5a,42
2026-02-24 20:00:00,126.84902,125.51552,5a,42
2026-02-24 21:00:00,126.84802,115.91434,5a,42
2026-02-24 22:00:00,125.94502,112.01566,5a,42
2026-02-24 23:00:00,125.44202,105.61542,5a,42
2026-02-25 00:00:00,120.8945,123.99709,5a,42
2026-02-25 01:00:00,120.8945,122.615295,5a,42
2026-02-25 02:00:00,120.8945,124.49202,5a,42
2026-02-25 03:00:00,120.8945,124.055435,5a,42
2026-02-25 04:00:00,120.8945,122.24899,5a,42
2026-02-25 05:00:00,120.8945,124.47469,5a,42
2026-02-25 06:00:00,120.8945,121.62155,5a,42
2026-02-25 07:00:00,120.8945,123.240036,5a,42
2026-02-25 08:00:00,120.8945,123.33985,5a,42
2026-02-25 09:00:00,120.8945,124.01299,5a,42
2026-02-25 10:00:00,120.8945,126.97107,5a,42
2026-02-25 11:00:00,120.8945,126.39365,5a,42
2026-02-25 12:00:00,120.8945,125.07503,5a,42
2026-02-25 13:00:00,120.8945,126.12213,5a,42
2026-02-25 14:00:00,120.8945,126.83111,5a,42
2026-02-25 15:00:00,126.3975,125.97615,5a,42
2026-02-25 16:00:00,129.5405,123.40286,5a,42
2026-02-25 17:00:00,129.5405,131.68364,5a,42
2026-02-25 18:00:00,129.5405,134.28352,5a,42
2026-02-25 19:00:00,130.2605,130.06863,5a,42
2026-02-25 20:00:00,129.5405,129.63106,5a,42
2026-02-25 21:00:00,129.5405,129.70186,5a,42
2026-02-25 22:00:00,128.0305,127.95499,5a,42
2026-02-25 23:00:00,126.3975,123.21794,5a,42
2026-02-26 00:00:00,120.62002,124.62529,5a,42
2026-02-26 01:00:00,120.62002,124.7584,5a,42
2026-02-26 02:00:00,120.62002,124.355034,5a,42
2026-02-26 03:00:00,120.62002,124.159454,5a,42
2026-02-26 04:00:00,120.62002,123.87406,5a,42
2026-02-26 05:00:00,120.62002,124.67759,5a,42
2026-02-26 06:00:00,120.62002,124.41101,5a,42
2026-02-26 07:00:00,120.62002,126.494774,5a,42
2026-02-26 08:00:00,120.62002,126.00166,5a,42
2026-02-26 09:00:00,120.62002,126.34787,5a,42
2026-02-26 10:00:00,120.62002,126.02534,5a,42
2026-02-26 11:00:00,120.62002,125.42993,5a,42
2026-02-26 12:00:00,120.62002,126.16834,5a,42
2026-02-26 13:00:00,120.62002,124.77053,5a,42
2026-02-26 14:00:00,120.62002,126.204575,5a,42
2026-02-26 15:00:00,120.62102,125.8181,5a,42
2026-02-26 16:00:00,129.26602,124.88726,5a,42
2026-02-26 17:00:00,129.26602,128.009,5a,42
2026-02-26 18:00:00,129.26602,129.1849,5a,42
2026-02-26 19:00:00,129.98602,127.46827,5a,42
2026-02-26 20:00:00,129.98602,128.1141,5a,42
2026-02-26 21:00:00,129.26602,127.53048,5a,42
2026-02-26 22:00:00,129.26602,127.2295,5a,42
2026-02-26 23:00:00,126.12302,125.59119,5a,42
2026-02-27 00:00:00,112.71828,124.05626,5a,42
2026-02-27 01:00:00,112.71828,122.52158,5a,42
2026-02-27 02:00:00,112.71828,122.08997,5a,42
2026-02-27 03:00:00,112.71828,121.509,5a,42
2026-02-27 04:00:00,112.71828,121.535484,5a,42
2026-02-27 05:00:00,118.22128,122.70235,5a,42
2026-02-27 06:00:00,118.22128,122.35702,5a,42
2026-02-27 07:00:00,112.71928,122.90032,5a,42
2026-02-27 08:00:00,112.71828,122.417885,5a,42
2026-02-27 09:00:00,112.71828,124.19137,5a,42
2026-02-27 10:00:00,112.71828,125.1025,5a,42
2026-02-27 11:00:00,112.71828,123.795746,5a,42
2026-02-27 12:00:00,112.71828,124.209404,5a,42
2026-02-27 13:00:00,112.71828,124.94716,5a,42
2026-02-27 14:00:00,112.71928,125.580185,5a,42
2026-02-27 15:00:00,118.22128,124.50111,5a,42
2026-02-27 16:00:00,121.36428,124.72079,5a,42
2026-02-27 17:00:00,121.36428,122.91297,5a,42
2026-02-27 18:00:00,121.36428,123.70573,5a,42
2026-02-27 19:00:00,122.08428,125.38215,5a,42
2026-02-27 20:00:00,121.36428,125.76101,5a,42
2026-02-27 21:00:00,121.36428,124.181114,5a,42
2026-02-27 22:00:00,121.36428,125.01938,5a,42
2026-02-27 23:00:00,119.12528,124.3428,5a,42
2026-02-28 00:00:00,122.28435,118.7784,5a,42
2026-02-28 01:00:00,116.78235,118.76429,5a,42
2026-02-28 02:00:00,116.78235,118.953705,5a,42
2026-02-28 03:00:00,116.78235,118.98205,5a,42
2026-02-28 04:00:00,122.18935,118.9148,5a,42
2026-02-28 05:00:00,122.18935,118.062096,5a,42
2026-02-28 06:00:00,122.28435,118.272514,5a,42
2026-02-28 07:00:00,116.78235,118.91638,5a,42
2026-02-28 08:00:00,116.78235,119.3568,5a,42
2026-02-28 09:00:00,116.78235,118.977715,5a,42
2026-02-28 10:00:00,116.78235,119.244255,5a,42
2026-02-28 11:00:00,116.78235,118.5125,5a,42
2026-02-28 12:00:00,116.78235,119.014244,5a,42
2026-02-28 13:00:00,116.78235,118.696144,5a,42
2026-02-28 14:00:00,116.78235,119.317474,5a,42
2026-02-28 15:00:00,116.78235,118.79057,5a,42
2026-02-28 16:00:00,122.28435,118.69843,5a,42
2026-02-28 17:00:00,122.28535,118.91231,5a,42
2026-02-28 18:00:00,122.28635,119.61058,5a,42
2026-02-28 19:00:00,124.78235,119.34438,5a,42
2026-02-28 20:00:00,122.28635,119.12339,5a,42
2026-02-28 21:00:00,122.28635,118.98882,5a,42
2026-02-28 22:00:00,122.28535,118.795494,5a,42
2026-02-28 23:00:00,122.28435,118.920235,5a,42
2026-03-01 00:00:00,103.13361,122.011696,5a,42
2026-03-01 01:00:00,103.13361,121.76531,5a,42
2026-03-01 02:00:00,103.13361,121.531715,5a,42
2026-03-01 03:00:00,103.13361,122.00517,5a,42
2026-03-01 04:00:00,103.13361,121.69652,5a,42
2026-03-01 05:00:00,103.13361,121.54484,5a,42
2026-03-01 06:00:00,103.13361,121.19921,5a,42
2026-03-01 07:00:00,103.13361,121.16459,5a,42
2026-03-01 08:00:00,103.13361,122.606224,5a,42
2026-03-01 09:00:00,103.13361,121.89692,5a,42
2026-03-01 10:00:00,103.13361,122.30876,5a,42
2026-03-01 11:00:00,103.13361,121.3834,5a,42
2026-03-01 12:00:00,103.13361,121.74907,5a,42
2026-03-01 13:00:00,103.13361,121.3166,5a,42
2026-03-01 14:00:00,103.13361,121.8593,5a,42
2026-03-01 15:00:00,103.13361,122.35109,5a,42
2026-03-01 16:00:00,103.13361,121.76729,5a,42
2026-03-01 17:00:00,107.63261,122.68367,5a,42
2026-03-01 18:00:00,108.35261,123.81251,5a,42
2026-03-01 19:00:00,108.35261,123.36803,5a,42
2026-03-01 20:00:00,108.35261,123.438225,5a,42
2026-03-01 21:00:00,108.35261,123.14449,5a,42
2026-03-01 22:00:00,107.63261,120.93906,5a,42
2026-03-01 23:00:00,107.63261,120.33886,5a,42
2026-03-02 00:00:00,101.84342,107.37154,5a,42
2026-03-02 01:00:00,101.84342,108.14232,5a,42
2026-03-02 02:00:00,101.84342,107.99496,5a,42
2026-03-02 03:00:00,101.84342,107.227196,5a,42
2026-03-02 04:00:00,104.47142,105.25063,5a,42
2026-03-02 05:00:00,105.49242,104.14867,5a,42
2026-03-02 06:00:00,105.49242,104.03714,5a,42
2026-03-02 07:00:00,105.43642,108.32457,5a,42
2026-03-02 08:00:00,104.47142,109.09739,5a,42
2026-03-02 09:00:00,101.84342,108.916504,5a,42
2026-03-02 10:00:00,101.84342,110.02221,5a,42
2026-03-02 11:00:00,104.47142,111.09179,5a,42
2026-03-02 12:00:00,104.47142,112.70653,5a,42
2026-03-02 13:00:00,104.47142,113.3311,5a,42
2026-03-02 14:00:00,105.49242,115.28595,5a,42
2026-03-02 15:00:00,105.49242,115.105515,5a,42
2026-03-02 16:00:00,106.34242,115.77538,5a,42
2026-03-02 17:00:00,107.06242,121.18794,5a,42
2026-03-02 18:00:00,108.40842,125.323654,5a,42
2026-03-02 19:00:00,108.40842,124.25603,5a,42
2026-03-02 20:00:00,108.40742,118.67389,5a,42
2026-03-02 21:00:00,108.40742,110.915054,5a,42
2026-03-02 22:00:00,107.06242,107.95337,5a,42
2026-03-02 23:00:00,105.49242,105.69678,5a,42
2026-03-03 00:00:00,111.27833,106.65672,5a,42
2026-03-03 01:00:00,111.27833,106.20243,5a,42
2026-03-03 02:00:00,111.27833,106.258705,5a,42
2026-03-03 03:00:00,111.27833,106.97503,5a,42
2026-03-03 04:00:00,113.90633,104.01031,5a,42
2026-03-03 05:00:00,114.77733,105.97144,5a,42
2026-03-03 06:00:00,114.77733,105.663086,5a,42
2026-03-03 07:00:00,114.77733,105.776985,5a,42
2026-03-03 08:00:00,113.90633,106.14398,5a,42
2026-03-03 09:00:00,111.27833,107.63423,5a,42
2026-03-03 10:00:00,111.27833,112.00083,5a,42
2026-03-03 11:00:00,111.27833,112.99209,5a,42
2026-03-03 12:00:00,111.27833,116.47321,5a,42
2026-03-03 13:00:00,113.90633,120.706024,5a,42
2026-03-03 14:00:00,114.77733,127.94967,5a,42
2026-03-03 15:00:00,116.49733,128.8086,5a,42
2026-03-03 16:00:00,116.49733,130.78746,5a,42
2026-03-03 17:00:00,117.84233,155.69052,5a,42
2026-03-03 18:00:00,125.77733,172.66397,5a,42
2026-03-03 19:00:00,195.77733,153.64743,5a,42
2026-03-03 20:00:00,117.84333,125.961914,5a,42
2026-03-03 21:00:00,117.84333,109.750786,5a,42
2026-03-03 22:00:00,117.84333,106.94556,5a,42
2026-03-03 23:00:00,116.49733,100.46672,5a,42
2026-03-04 00:00:00,113.48755,116.32277,5a,42
2026-03-04 01:00:00,113.48755,115.575,5a,42
2026-03-04 02:00:00,113.48755,116.55153,5a,42
2026-03-04 03:00:00,113.48755,115.354355,5a,42
2026-03-04 04:00:00,113.48755,114.39197,5a,42
2026-03-04 05:00:00,116.11555,115.135956,5a,42
2026-03-04 06:00:00,116.11555,113.08391,5a,42
2026-03-04 07:00:00,113.48755,113.00321,5a,42
2026-03-04 08:00:00,113.48755,114.129654,5a,42
2026-03-04 09:00:00,113.48755,115.18228,5a,42
2026-03-04 10:00:00,113.48755,120.82295,5a,42
2026-03-04 11:00:00,113.48755,120.02007,5a,42
2026-03-04 12:00:00,113.48755,119.24902,5a,42
2026-03-04 13:00:00,113.48755,119.7351,5a,42
2026-03-04 14:00:00,116.11555,125.196526,5a,42
2026-03-04 15:00:00,116.11555,120.75031,5a,42
2026-03-04 16:00:00,116.48655,118.15587,5a,42
2026-03-04 17:00:00,120.68655,148.26431,5a,42
2026-03-04 18:00:00,120.68655,166.76901,5a,42
2026-03-04 19:00:00,127.98655,146.89728,5a,42
2026-03-04 20:00:00,120.68655,124.18052,5a,42
2026-03-04 21:00:00,120.68655,121.73216,5a,42
2026-03-04 22:00:00,120.05155,118.551605,5a,42
2026-03-04 23:00:00,116.48655,112.35663,5a,42
2026-03-05 00:00:00,115.21316,115.7731,5a,42
2026-03-05 01:00:00,115.21316,116.04442,5a,42
2026-03-05 02:00:00,115.21316,114.94524,5a,42
2026-03-05 03:00:00,115.21316,112.15107,5a,42
2026-03-05 04:00:00,115.21316,113.17128,5a,42
2026-03-05 05:00:00,115.21316,115.93695,5a,42
2026-03-05 06:00:00,115.21316,112.71677,5a,42
2026-03-05 07:00:00,115.21316,113.36147,5a,42
2026-03-05 08:00:00,115.21316,114.240364,5a,42
2026-03-05 09:00:00,115.21316,116.74487,5a,42
2026-03-05 10:00:00,115.21316,118.23576,5a,42
2026-03-05 11:00:00,115.21316,116.26664,5a,42
2026-03-05 12:00:00,115.21316,117.62341,5a,42
2026-03-05 13:00:00,115.21316,117.884315,5a,42
2026-03-05 14:00:00,115.21316,117.5381,5a,42
2026-03-05 15:00:00,115.21316,117.195496,5a,42
2026-03-05 16:00:00,115.21316,115.20636,5a,42
2026-03-05 17:00:00,119.71216,124.732414,5a,42
2026-03-05 18:00:00,121.77716,129.71565,5a,42
2026-03-05 19:00:00,121.77716,125.30525,5a,42
2026-03-05 20:00:00,121.77716,121.81653,5a,42
2026-03-05 21:00:00,120.21216,119.746735,5a,42
2026-03-05 22:00:00,119.71216,118.20587,5a,42
2026-03-05 23:00:00,115.21316,113.73792,5a,42
2026-03-06 00:00:00,110.28468,115.43526,5a,42
2026-03-06 01:00:00,110.28468,117.430466,5a,42
2026-03-06 02:00:00,110.28468,118.45571,5a,42
2026-03-06 03:00:00,110.28468,116.79169,5a,42
2026-03-06 04:00:00,110.28468,116.58478,5a,42
2026-03-06 05:00:00,110.28468,114.8631,5a,42
2026-03-06 06:00:00,110.28468,114.418945,5a,42
2026-03-06 07:00:00,110.28468,117.75476,5a,42
2026-03-06 08:00:00,110.28468,118.16334,5a,42
2026-03-06 09:00:00,110.28468,118.77939,5a,42
2026-03-06 10:00:00,110.28468,121.627914,5a,42
2026-03-06 11:00:00,110.28468,121.68354,5a,42
2026-03-06 12:00:00,110.28468,123.68913,5a,42
2026-03-06 13:00:00,110.28468,124.55665,5a,42
2026-03-06 14:00:00,110.28468,124.36913,5a,42
2026-03-06 15:00:00,110.28468,125.14744,5a,42
2026-03-06 16:00:00,114.78368,125.23666,5a,42
2026-03-06 17:00:00,114.78368,128.1922,5a,42
2026-03-06 18:00:00,116.78368,132.28235,5a,42
2026-03-06 19:00:00,116.84868,131.6215,5a,42
2026-03-06 20:00:00,116.78368,130.90173,5a,42
2026-03-06 21:00:00,116.78368,125.48287,5a,42
2026-03-06 22:00:00,114.78368,121.86684,5a,42
2026-03-06 23:00:00,110.28468,121.14308,5a,42
2026-03-07 00:00:00,114.4743,110.921036,5a,42
2026-03-07 01:00:00,114.4743,111.25137,5a,42
2026-03-07 02:00:00,114.4743,112.139435,5a,42
2026-03-07 03:00:00,114.4743,111.57285,5a,42
2026-03-07 04:00:00,114.4743,113.171,5a,42
2026-03-07 05:00:00,114.4743,111.89854,5a,42
2026-03-07 06:00:00,114.4743,110.3499,5a,42
2026-03-07 07:00:00,114.4733,113.20293,5a,42
2026-03-07 08:00:00,114.4733,112.26848,5a,42
2026-03-07 09:00:00,114.3813,112.743576,5a,42
2026-03-07 10:00:00,114.3813,115.188736,5a,42
2026-03-07 11:00:00,114.4733,113.77667,5a,42
2026-03-07 12:00:00,114.3813,113.98433,5a,42
2026-03-07 13:00:00,114.4743,115.22366,5a,42
2026-03-07 14:00:00,114.4733,115.2726,5a,42
2026-03-07 15:00:00,114.4743,116.19353,5a,42
2026-03-07 16:00:00,114.4753,115.8956,5a,42
2026-03-07 17:00:00,115.7523,117.17297,5a,42
2026-03-07 18:00:00,116.2523,121.26102,5a,42
2026-03-07 19:00:00,116.2523,121.40036,5a,42
2026-03-07 20:00:00,116.2523,119.63951,5a,42
2026-03-07 21:00:00,116.2523,115.68407,5a,42
2026-03-07 22:00:00,115.9083,113.05239,5a,42
2026-03-07 23:00:00,115.7523,112.43738,5a,42
2026-03-08 00:00:00,108.18068,116.294395,5a,42
2026-03-08 01:00:00,108.18068,116.66777,5a,42
2026-03-08 02:00:00,108.18068,117.03683,5a,42
2026-03-08 03:00:00,108.18068,115.8164,5a,42
2026-03-08 04:00:00,108.18068,115.00347,5a,42
2026-03-08 05:00:00,108.18068,115.75166,5a,42
2026-03-08 06:00:00,108.18068,116.202324,5a,42
2026-03-08 07:00:00,108.17768,114.85537,5a,42
2026-03-08 08:00:00,101.70468,116.75848,5a,42
2026-03-08 09:00:00,101.70468,115.03953,5a,42
2026-03-08 10:00:00,101.70468,115.70419,5a,42
2026-03-08 11:00:00,101.70468,115.37922,5a,42
2026-03-08 12:00:00,101.70468,115.46712,5a,42
2026-03-08 13:00:00,101.70468,116.88646,5a,42
2026-03-08 14:00:00,108.17768,116.85769,5a,42
2026-03-08 15:00:00,108.18068,117.09188,5a,42
2026-03-08 16:00:00,108.18068,116.58747,5a,42
2026-03-08 17:00:00,109.94868,119.54939,5a,42
2026-03-08 18:00:00,110.04868,124.84805,5a,42
2026-03-08 19:00:00,110.04868,126.425156,5a,42
2026-03-08 20:00:00,110.04868,128.18956,5a,42
2026-03-08 21:00:00,110.04868,122.51255,5a,42
2026-03-08 22:00:00,110.04868,117.35826,5a,42
2026-03-08 23:00:00,109.94868,116.93906,5a,42
2026-03-09 00:00:00,102.03342,109.15404,5a,42
2026-03-09 01:00:00,102.03342,108.809586,5a,42
2026-03-09 02:00:00,102.03342,110.63534,5a,42
2026-03-09 03:00:00,102.03342,109.50448,5a,42
2026-03-09 04:00:00,102.03342,106.74759,5a,42
2026-03-09 05:00:00,102.03342,106.50157,5a,42
2026-03-09 06:00:00,102.03342,106.19607,5a,42
2026-03-09 07:00:00,102.03342,108.2686,5a,42
2026-03-09 08:00:00,102.03342,112.57981,5a,42
2026-03-09 09:00:00,102.03342,113.75972,5a,42
2026-03-09 10:00:00,102.03342,116.86078,5a,42
2026-03-09 11:00:00,102.03342,116.45794,5a,42
2026-03-09 12:00:00,102.03342,117.685875,5a,42
2026-03-09 13:00:00,102.03342,123.01719,5a,42
2026-03-09 14:00:00,111.37742,124.12569,5a,42
2026-03-09 15:00:00,111.37742,122.8235,5a,42
2026-03-09 16:00:00,113.37742,127.12894,5a,42
2026-03-09 17:00:00,114.37742,132.65303,5a,42
2026-03-09 18:00:00,116.37742,142.4715,5a,42
2026-03-09 19:00:00,140.37742,143.44064,5a,42
2026-03-09 20:00:00,116.37742,138.07402,5a,42
2026-03-09 21:00:00,116.37742,121.95256,5a,42
2026-03-09 22:00:00,113.37742,115.01789,5a,42
2026-03-09 23:00:00,111.37742,114.344795,5a,42
2026-03-10 00:00:00,107.66054,106.17071,5a,42
2026-03-10 01:00:00,107.66054,104.56718,5a,42
2026-03-10 02:00:00,107.66054,107.35362,5a,42
2026-03-10 03:00:00,107.66054,109.64285,5a,42
2026-03-10 04:00:00,107.66054,104.96022,5a,42
2026-03-10 05:00:00,107.66054,107.90954,5a,42
2026-03-10 06:00:00,107.66054,105.43414,5a,42
2026-03-10 07:00:00,114.29354,104.84921,5a,42
2026-03-10 08:00:00,107.66054,102.92201,5a,42
2026-03-10 09:00:00,107.66054,107.2199,5a,42
2026-03-10 10:00:00,107.66054,111.17431,5a,42
2026-03-10 11:00:00,107.66054,113.667786,5a,42
2026-03-10 12:00:00,107.66054,113.658714,5a,42
2026-03-10 13:00:00,107.66054,118.34828,5a,42
2026-03-10 14:00:00,121.00454,125.527405,5a,42
2026-03-10 15:00:00,121.00454,126.61059,5a,42
2026-03-10 16:00:00,166.00454,128.67395,5a,42
2026-03-10 17:00:00,166.00454,154.99495,5a,42
2026-03-10 18:00:00,758.85354,186.6139,5a,42
2026-03-10 19:00:00,805.09154,167.69878,5a,42
2026-03-10 20:00:00,166.00454,129.3913,5a,42
2026-03-10 21:00:00,166.00454,112.48171,5a,42
2026-03-10 22:00:00,166.00454,110.584816,5a,42
2026-03-10 23:00:00,166.00454,103.107864,5a,42
2026-03-11 00:00:00,118.17152,156.99152,5a,42
2026-03-11 01:00:00,118.08252,160.04015,5a,42
2026-03-11 02:00:00,118.08252,162.89388,5a,42
2026-03-11 03:00:00,118.08252,153.67899,5a,42
2026-03-11 04:00:00,118.17152,151.83035,5a,42
2026-03-11 05:00:00,126.95052,159.76184,5a,42
2026-03-11 06:00:00,126.95052,159.84285,5a,42
2026-03-11 07:00:00,118.17152,159.60515,5a,42
2026-03-11 08:00:00,118.17152,153.50787,5a,42
2026-03-11 09:00:00,118.08252,157.54483,5a,42
2026-03-11 10:00:00,118.08252,161.81703,5a,42
2026-03-11 11:00:00,118.17152,162.96277,5a,42
2026-03-11 12:00:00,118.08252,160.6655,5a,42
2026-03-11 13:00:00,118.17152,165.78589,5a,42
2026-03-11 14:00:00,126.95052,172.93607,5a,42
2026-03-11 15:00:00,126.95052,163.59831,5a,42
2026-03-11 16:00:00,139.95052,153.892,5a,42
2026-03-11 17:00:00,149.95052,236.46005,5a,42
2026-03-11 18:00:00,1135.36452,395.5486,5a,42
2026-03-11 19:00:00,761.95052,356.91498,5a,42
2026-03-11 20:00:00,761.95052,204.83124,5a,42
2026-03-11 21:00:00,189.95052,161.33308,5a,42
2026-03-11 22:00:00,139.95052,156.24678,5a,42
2026-03-11 23:00:00,126.95052,161.62767,5a,42
2026-03-12 00:00:00,138.33999,128.55583,5a,42
2026-03-12 01:00:00,138.33999,141.84564,5a,42
2026-03-12 02:00:00,138.33999,142.61185,5a,42
2026-03-12 03:00:00,138.33999,138.6593,5a,42
2026-03-12 04:00:00,138.33999,130.33745,5a,42
2026-03-12 05:00:00,138.46299,130.25296,5a,42
2026-03-12 06:00:00,138.46299,122.49416,5a,42
2026-03-12 07:00:00,138.46299,128.80675,5a,42
2026-03-12 08:00:00,138.46299,129.32437,5a,42
2026-03-12 09:00:00,138.33999,143.42548,5a,42
2026-03-12 10:00:00,138.33999,158.49443,5a,42
2026-03-12 11:00:00,138.46299,153.5552,5a,42
2026-03-12 12:00:00,138.46299,154.06541,5a,42
2026-03-12 13:00:00,143.33999,172.51907,5a,42
2026-03-12 14:00:00,158.33999,186.83112,5a,42
2026-03-12 15:00:00,158.33999,202.27864,5a,42
2026-03-12 16:00:00,158.33999,187.67986,5a,42
2026-03-12 17:00:00,198.33999,247.81812,5a,42
2026-03-12 18:00:00,291.23999,465.9884,5a,42
2026-03-12 19:00:00,807.42699,501.05008,5a,42
2026-03-12 20:00:00,807.42699,319.04602,5a,42
2026-03-12 21:00:00,188.33999,184.82932,5a,42
2026-03-12 22:00:00,158.33999,147.78033,5a,42
2026-03-12 23:00:00,143.33999,149.01854,5a,42
2026-03-13 00:00:00,142.33338,144.06195,5a,42
2026-03-13 01:00:00,142.33338,151.59929,5a,42
2026-03-13 02:00:00,142.33338,149.68967,5a,42
2026-03-13 03:00:00,142.33338,144.62923,5a,42
2026-03-13 04:00:00,152.33338,146.6507,5a,42
2026-03-13 05:00:00,156.33338,144.14801,5a,42
2026-03-13 06:00:00,156.33338,140.06998,5a,42
2026-03-13 07:00:00,156.33338,149.35544,5a,42
2026-03-13 08:00:00,152.33338,148.2581,5a,42
2026-03-13 09:00:00,142.33338,151.35944,5a,42
2026-03-13 10:00:00,142.33338,162.27438,5a,42
2026-03-13 11:00:00,142.33338,168.36809,5a,42
2026-03-13 12:00:00,109.61438,160.88954,5a,42
2026-03-13 13:00:00,142.33338,168.98383,5a,42
2026-03-13 14:00:00,152.33338,189.04544,5a,42
2026-03-13 15:00:00,156.33338,216.10596,5a,42
2026-03-13 16:00:00,161.45638,210.39966,5a,42
2026-03-13 17:00:00,180.33338,238.57423,5a,42
2026-03-13 18:00:00,284.23338,390.5082,5a,42
2026-03-13 19:00:00,800.42038,459.09778,5a,42
2026-03-13 20:00:00,284.23338,351.0116,5a,42
2026-03-13 21:00:00,180.33338,236.95715,5a,42
2026-03-13 22:00:00,181.33338,187.82353,5a,42
2026-03-13 23:00:00,161.45638,176.29077,5a,42
2026-03-14 00:00:00,185.07122,157.5596,5a,42
2026-03-14 01:00:00,185.07122,157.27971,5a,42
2026-03-14 02:00:00,185.07122,157.68631,5a,42
2026-03-14 03:00:00,185.07122,152.96323,5a,42
2026-03-14 04:00:00,185.07122,157.55025,5a,42
2026-03-14 05:00:00,185.07122,157.33434,5a,42
2026-03-14 06:00:00,165.97122,153.81325,5a,42
2026-03-14 07:00:00,165.97122,153.04437,5a,42
2026-03-14 08:00:00,157.07122,147.28618,5a,42
2026-03-14 09:00:00,157.07122,150.24103,5a,42
2026-03-14 10:00:00,157.07122,154.21486,5a,42
2026-03-14 11:00:00,165.97122,154.44687,5a,42
2026-03-14 12:00:00,165.97122,155.27765,5a,42
2026-03-14 13:00:00,165.97122,155.00352,5a,42
2026-03-14 14:00:00,165.97122,150.53075,5a,42
2026-03-14 15:00:00,165.97122,157.8147,5a,42
2026-03-14 16:00:00,186.07122,147.56464,5a,42
2026-03-14 17:00:00,266.07122,163.30202,5a,42
2026-03-14 18:00:00,332.19422,238.33592,5a,42
2026-03-14 19:00:00,332.19422,256.41595,5a,42
2026-03-14 20:00:00,332.19422,216.67688,5a,42
2026-03-14 21:00:00,266.07122,185.44931,5a,42
2026-03-14 22:00:00,266.07122,169.58647,5a,42
