fecha_hora,real,pred_ensamble,tercil_real,tercil_pred
2026-01-11 04:00:00,116.18537,128.3607586201748,bajo,bajo
2026-01-11 05:00:00,116.18537,129.45885612929538,bajo,bajo
2026-01-11 06:00:00,116.18537,130.313122522657,bajo,bajo
2026-01-11 07:00:00,114.73137,130.6053248963487,bajo,bajo
2026-01-11 08:00:00,110.59537,123.3926085164492,bajo,bajo
2026-01-11 09:00:00,110.59537,119.51477251798786,bajo,bajo
2026-01-11 10:00:00,110.59537,123.6205562683253,bajo,bajo
2026-01-11 11:00:00,110.59537,130.29734046753066,bajo,bajo
2026-01-11 12:00:00,112.10337,137.6625715973076,bajo,bajo
2026-01-11 13:00:00,116.17837,144.95121329040293,bajo,bajo
2026-01-11 14:00:00,116.18537,160.81457441776334,bajo,bajo
2026-01-11 15:00:00,116.18537,172.77461037735827,bajo,bajo
2026-01-11 16:00:00,119.10337,193.53063094025904,bajo,bajo
2026-01-11 17:00:00,119.10337,219.6317627684277,bajo,medio
2026-01-11 18:00:00,154.10337,244.9788278996265,bajo,medio
2026-01-11 19:00:00,219.10337,263.40428639380445,medio,medio
2026-01-11 20:00:00,154.10337,266.13722823475086,bajo,medio
2026-01-11 21:00:00,154.10337,260.79472642221816,bajo,medio
2026-01-11 22:00:00,124.10337,240.77784193319368,bajo,medio
2026-01-11 23:00:00,119.10337,203.8933252359258,bajo,medio
2026-01-12 00:00:00,117.87734,167.4017667058083,bajo,bajo
2026-01-12 01:00:00,113.88434,118.72307097142864,bajo,bajo
2026-01-12 02:00:00,113.88434,118.75910770497951,bajo,bajo
2026-01-12 03:00:00,113.88434,116.7795685845151,bajo,bajo
2026-01-12 04:00:00,113.88434,115.38063911773074,bajo,bajo
2026-01-12 05:00:00,113.88434,117.84248584597523,bajo,bajo
2026-01-12 06:00:00,113.88434,118.60768586673588,bajo,bajo
2026-01-12 07:00:00,113.88434,116.38207508436692,bajo,bajo
2026-01-12 08:00:00,113.46634,114.22440185623933,bajo,bajo
