fecha,valor
2021-01-09,11950118500.0
2021-01-10,11961274700.0
2021-01-11,12022436300.0
2021-01-12,12003349600.0
2021-01-13,11945783500.0
2021-01-14,11870237900.0
2021-01-15,11781128200.0
2021-01-16,11696293700.0
2021-01-17,11637956600.0
2021-01-18,11533665300.0
2021-01-19,11444568300.0
2021-01-20,11357557600.0
2021-01-21,11259784600.0
2021-01-22,11181559500.0
2021-01-23,11139764000.0
2021-01-24,11115194800.0
2021-01-25,11072344600.0
2021-01-26,11013608900.0
2021-01-27,10942821600.0
2021-01-28,10863533900.0
2021-01-29,10770901800.0
2021-01-30,10690596800.0
2021-01-31,10624782700.0
2021-02-01,10539037900.0
2021-02-02,10451283600.0
2021-02-03,10388074300.0
2021-02-04,10299547100.0
2021-02-05,10241624000.0
2021-02-06,10173988400.0
2021-02-07,10113266800.0
2021-02-08,10029650600.0
2021-02-09,9995169700.0
2021-02-10,9931920600.0
2021-02-11,9863207700.0
2021-02-12,9796615300.0
2021-02-13,9734660100.0
2021-02-14,9685078300.0
2021-02-15,9631228100.0
2021-02-16,9550632000.0
2021-02-17,9461997300.0
2021-02-18,9386231400.0
2021-02-19,9339775600.0
2021-02-20,9280589500.0
2021-02-21,9253353400.0
2021-02-22,9214572000.0
2021-02-23,9161107200.0
2021-02-24,9089945500.0
2021-02-25,9063169700.0
2021-02-26,9040644900.0
2021-02-27,9054573100.0
2021-02-28,9053026300.0
2021-03-01,9034500800.0
2021-03-02,9042614500.0
2021-03-03,9031334800.0
2021-03-04,8999454800.0
2021-03-05,8974913400.0
2021-03-06,8966124200.0
2021-03-07,9012474300.0
2021-03-08,9076556800.0
2021-03-09,9059198800.0
2021-03-10,9030960400.0
2021-03-11,8994696900.0
2021-03-12,9032150800.0
2021-03-13,9077190800.0
2021-03-14,9096652400.0
2021-03-15,9127469500.0
2021-03-16,9190114100.0
2021-03-17,9250946600.0
2021-03-18,9347440800.0
2021-03-19,9391202900.0
2021-03-20,9457313200.0
2021-03-21,9511811200.0
2021-03-22,9571447900.0
2021-03-23,9573331900.0
2021-03-24,9636430300.0
2021-03-25,9633278100.0
2021-03-26,9663323100.0
2021-03-27,9716994900.0
2021-03-28,9731157900.0
2021-03-29,9729450100.0
2021-03-30,9783530500.0
